time,tBRAF,tCRAF,tRAS,tMEK,tERK,tDUSP,tEGFR,tGRB2,tSPRY,tSOS1,pERK,pS1134SOS1,pMEK,SOS1_active,uS1134SOS1,RAS_gtp,RAS_gdp,active_RAF_dimers,active_RAF_monomers,active_MEK,uMEK,uERK,param_set_index,time_pre_treatment,RAFi_concentration,MEKi_concentration,time_treatment,EGFR_expression,EGF_concentration
-21.575757575757574,0.001838616482551323,0.021052649633878297,0.07532217767433592,0.11384140671308086,0.0884036382287639,0.01414403387366027,0.03363560472347551,0.07469322513502262,0.1564492645090018,0.010574784859077653,0.0002961158840514824,0.00036723073751161023,0.011005994017496627,6.870520059874897e-25,0.010207554121566044,1.1433705442921399e-21,0.07532217767433592,5.1059545014702594e-42,7.368618252804266e-05,0.011005994017496627,0.10283541269558424,0.08810752234471242,1,24,1.0,0.0,2,1.0,100
-21.333333333333332,0.0018386164825507968,0.02105264963388212,0.07532217767433592,0.11384140671307322,0.08840363822876239,0.014094109743109862,0.033409513612246595,0.07469322498984093,0.14848669588561894,0.010574784859069148,0.00029714343761165854,0.00036845352800563274,0.011005994017493166,7.215607278861237e-25,0.010206331331063516,1.2044043425732415e-21,0.07532217767433592,5.667443003010894e-42,7.368618252802228e-05,0.011005994017493166,0.10283541269558005,0.08810649479115074,1,24,1.0,0.0,2,1.0,100
-21.09090909090909,0.0018386164825527922,0.02105264963388788,0.07532217767433592,0.11384140671307069,0.08840363822876403,0.0140443885162921,0.03318596622230919,0.07469322486073948,0.14094031562793907,0.010574784859061737,0.00029817396378858767,0.0003696795617343567,0.011005994017504175,7.57357808884996e-25,0.01020510529732738,1.266753203577242e-21,0.07532217767433592,6.271942116689541e-42,7.368618252810388e-05,0.011005994017504175,0.10283541269556651,0.08810546426497544,1,24,1.0,0.0,2,1.0,100
-20.848484848484848,0.001838616482558424,0.021052649633902656,0.07532217767433592,0.11384140671308375,0.0884036382287857,0.013994869387483887,0.03296493414435619,0.07469322467428854,0.1337885093193069,0.010574784859051679,0.00029920746654200426,0.0003709088409633962,0.01100599401753636,7.946071420299166e-25,0.010203876018088281,1.3307716926315665e-21,0.07532217767433592,6.919105254034367e-42,7.368618252833366e-05,0.01100599401753636,0.10283541269554738,0.0881044307622437,1,24,1.0,0.0,2,1.0,100
-20.606060606060606,0.0018386164825629446,0.02105264963391566,0.07532217767433592,0.11384140671309764,0.08840363822881653,0.013945551553850133,0.03274638926177569,0.07469322446645218,0.1270106923973991,0.010574784859040592,0.00030024394982177316,0.0003721413679368263,0.011005994017562382,8.335061200424649e-25,0.010202643491103766,1.3969926483785758e-21,0.07532217767433592,7.625039782840107e-42,7.368618252851837e-05,0.011005994017562382,0.10283541269553526,0.08810339427899476,1,24,1.0,0.0,2,1.0,100
-20.363636363636363,0.0018386164825636036,0.02105264963390856,0.07532217767433592,0.11384140671309347,0.08840363822883102,0.013896434216097544,0.032530303802769826,0.07469322422218733,0.12058744421014796,0.010574784859027794,0.00030128341751115185,0.0003733771448098856,0.011005994017566106,8.739117737870847e-25,0.010201407714217908,1.4657181017980135e-21,0.07532217767433592,8.390254615089687e-42,7.368618252854345e-05,0.011005994017566106,0.10283541269552736,0.08810235481131987,1,24,1.0,0.0,2,1.0,100
-20.12121212121212,0.0018386164825653013,0.0210526496338942,0.07532217767433592,0.11384140671307787,0.08840363822882748,0.013847516578398273,0.03231665032956536,0.0746932238693084,0.11450043203572177,0.010574784859009643,0.0003023258734698801,0.0003746161736995157,0.011005994017575247,9.153422953559683e-25,0.010200168685310127,1.5368354195021983e-21,0.07532217767433592,9.222290923919237e-42,7.368618252860893e-05,0.011005994017575247,0.10283541269550261,0.0881013123553576,1,24,1.0,0.0,2,1.0,100
-19.87878787878788,0.001838616482567962,0.021052649633873773,0.07532217767433592,0.11384140671305155,0.08840363822880852,0.013798797845217705,0.032105401431725133,0.07469322347977202,0.10873139246651825,0.010574784858989498,0.0003033713215645861,0.0003758584567262885,0.011005994017589425,9.573888071828133e-25,0.01019892640226321,1.6101912214055822e-21,0.07532217767433592,1.3553000699945072e-42,7.368618252871199e-05,0.011005994017589425,0.10283541269546213,0.08810026690724394,1,24,1.0,0.0,2,1.0,100
-19.636363636363637,0.0018386164825681414,0.021052649633853945,0.07532217767433592,0.11384140671303171,0.08840363822880679,0.013750277227164997,0.03189653028798179,0.0746932233714151,0.10326391995540003,0.010574784858982868,0.00030441976561738053,0.00037710399593361314,0.01100599401758996,9.998173432897021e-25,0.010197680863049254,1.6850790328813408e-21,0.07532217767433592,-1.624310046548393e-41,7.368618252871511e-05,0.01100599401758996,0.10283541269544175,0.0880992184631894,1,24,1.0,0.0,2,1.0,100
-19.393939393939394,0.0018386164825701995,0.021052649633866757,0.07532217767433592,0.11384140671304645,0.08840363822881964,0.013701953938088363,0.03169001038350462,0.0746932233811537,0.0980824827522218,0.010574784858983395,0.00030547120935367435,0.0003783527932562111,0.01100599401760202,1.0434555046625008e-24,0.010196432065727184,1.761483776804738e-21,0.07532217767433592,1.9628047509332374e-42,7.368618252880073e-05,0.01100599401760202,0.10283541269544443,0.08809816701946596,1,24,1.0,0.0,2,1.0,100
-19.151515151515152,0.0018386164825687497,0.02105264963386659,0.07532217767433592,0.11384140671303794,0.0884036382288043,0.013653827194594511,0.03148581546021588,0.07469322352363024,0.09317221757027114,0.010574784858998678,0.00030652565650722205,0.000379604850619515,0.011005994017593414,1.0874044967701647e-24,0.010195180008379164,1.8392067427196e-21,0.07532217767433592,3.691407649050105e-41,7.368618252874226e-05,0.011005994017593414,0.10283541269544452,0.08809711257229708,1,24,1.0,0.0,2,1.0,100
-18.90909090909091,0.0018386164825695526,0.021052649633855374,0.07532217767433592,0.11384140671303236,0.08840363822879407,0.013605896216131936,0.03128391952453458,0.07469322356422617,0.08851894908773822,0.010574784859002992,0.000307583110776189,0.0003808601698977176,0.0110059940175979,1.1311705729867657e-24,0.010193924689105275,1.9177589184852623e-21,0.07532217767433592,6.553324986991175e-41,7.368618252877233e-05,0.0110059940175979,0.10283541269543446,0.08809605511801788,1,24,1.0,0.0,2,1.0,100
-18.666666666666664,0.001838616482572567,0.021052649633853636,0.07532217767433592,0.11384140671305018,0.08840363822880545,0.01355816022536913,0.031084296882350326,0.07469322358647863,0.08410927070089477,0.010574784859005766,0.0003086435758198671,0.00038211875291111386,0.011005994017615955,1.1750566109397768e-24,0.010192666106094653,1.9967397141850554e-21,0.07532217767433592,-7.544165756714165e-41,7.368618252889327e-05,0.011005994017615955,0.10283541269543421,0.08809499465298559,1,24,1.0,0.0,2,1.0,100
-18.424242424242422,0.0018386164825775842,0.021052649633849913,0.07532217767433592,0.11384140671304964,0.08840363822881155,0.013510618448098963,0.030886922126329173,0.07469322360992747,0.07993047125714027,0.010574784859008415,0.0003097070552624378,0.00038338060142715353,0.011005994017644355,1.2179442829414945e-24,0.010191404257581261,2.0756128040107127e-21,0.07532217767433592,2.25645847501787e-40,7.368618252909474e-05,0.011005994017644355,0.10283541269540529,0.0880939311735491,1,24,1.0,0.0,2,1.0,100
-18.18181818181818,0.0018386164825836015,0.02105264963385024,0.07532217767433592,0.11384140671304704,0.08840363822882066,0.013463270113218531,0.030691770132793384,0.07469322349734331,0.07597050185820416,0.010574784858995634,0.0003107735526917843,0.00038464571716026875,0.011005994017678381,1.260230919431473e-24,0.010190139141835365,2.153683988417089e-21,0.07532217767433592,9.902623314795467e-41,7.368618252933712e-05,0.011005994017678381,0.10283541269536865,0.08809286467612888,1,24,1.0,0.0,2,1.0,100
-17.939393939393938,0.0018386164825859666,0.021052649633859416,0.07532217767433592,0.11384140671305813,0.08840363822884503,0.013416114452731939,0.030498816059823994,0.07469322313869409,0.07221794481188118,0.010574784858955029,0.00031184307165780476,0.0003859141017697839,0.011005994017692092,1.3030693187557103e-24,0.010188870757185244,2.2312956128003034e-21,0.07532217767433592,-4.254739956185715e-40,7.368618252943432e-05,0.011005994017692092,0.10283541269536604,0.08809179515718722,1,24,1.0,0.0,2,1.0,100
-17.696969696969695,0.0018386164825853607,0.021052649633851044,0.07532217767433592,0.11384140671304617,0.08840363822884675,0.0133691507017307,0.030308035343572473,0.07469322302322709,0.06866197645685708,0.010574784858941907,0.00031291561567552655,0.0003871857568668475,0.011005994017688255,1.3418646265807988e-24,0.010187599102075059,2.3076438798545754e-21,0.07532217767433592,-1.753945747061507e-39,7.368618252940813e-05,0.011005994017688255,0.10283541269535791,0.08809072261317123,1,24,1.0,0.0,2,1.0,100
-17.454545454545453,0.0018386164825862803,0.021052649633835994,0.07532217767433592,0.11384140671303623,0.0884036382288432,0.013322378098384121,0.030119403694962854,0.07469322327806377,0.0652923370686317,0.010574784858971458,0.0003139911882229247,0.0003884606840066452,0.011005994017693317,1.3767896757368212e-24,0.010186324174964814,2.379671621373461e-21,0.07532217767433592,3.092832780835755e-39,7.368618252944207e-05,0.011005994017693317,0.10283541269534292,0.08808964704062028,1,24,1.0,0.0,2,1.0,100
-17.21212121212121,0.0018386164825910563,0.021052649633824555,0.07532217767433592,0.11384140671303111,0.08840363822886048,0.013275795883928812,0.029932897096843193,0.07469322341895833,0.06209930336475854,0.01057478485898768,0.0003150697927407903,0.00038973888468835614,0.011005994017720346,1.4261089938121667e-24,0.010185045974299324,2.4522385882468876e-21,0.07532217767433592,-3.304172347319183e-39,7.368618252963224e-05,0.011005994017720346,0.10283541269531077,0.08808856843611969,1,24,1.0,0.0,2,1.0,100
-16.96969696969697,0.001838616482596808,0.021052649633811017,0.07532217767433592,0.11384140671300948,0.08840363822885983,0.013229403302647404,0.029748491801072495,0.07469322395814053,0.05907365988152682,0.010574784859050737,0.00031615143262939176,0.0003910203603586494,0.011005994017752152,1.469948681152911e-24,0.010183764498692087,2.531984546471916e-21,0.07532217767433592,-1.5270009100159321e-38,7.368618252986106e-05,0.011005994017752152,0.10283541269525732,0.08808748679623044,1,24,1.0,0.0,2,1.0,100
-16.727272727272727,0.0018386164825984726,0.021052649633813866,0.07532217767433592,0.11384140671299584,0.08840363822884946,0.01318319960186104,0.02956616432537214,0.07469322424614253,0.05620667238046925,0.010574784859085298,0.0003172361112503655,0.00039230511240108217,0.011005994017760864,1.4754039687431343e-24,0.010182479746684216,2.5940943693562414e-21,0.07532217767433592,1.8245309049725283e-38,7.368618252992877e-05,0.011005994017760864,0.10283541269523498,0.08808640211759909,1,24,1.0,0.0,2,1.0,100
-16.484848484848484,0.001838616482597415,0.021052649633820596,0.07532217767433592,0.11384140671301245,0.08840363822888081,0.013137184031925533,0.029385891450298254,0.07469322423268424,0.053490062034848566,0.010574784859084361,0.0003183238319286433,0.0003935931421522661,0.0110059940177555,1.591376139974314e-24,0.010181191716932094,2.675799024147334e-21,0.07532217767433592,-1.2648083999350153e-38,7.368618252988762e-05,0.0110059940177555,0.10283541269525695,0.08808531439695216,1,24,1.0,0.0,2,1.0,100
-16.242424242424242,0.0018386164826012352,0.021052649633820985,0.07532217767433592,0.11384140671300777,0.08840363822887227,0.013091355846209983,0.0292076502163725,0.07469322410785428,0.05091598215502284,0.010574784859069238,0.0003194145979511956,0.00039488445089245003,0.01100599401777689,3.2105713037954522e-24,0.010179900408176788,2.5939501129614513e-21,0.07532217767433592,-2.4527695358987695e-37,7.368618253004147e-05,0.01100599401777689,0.10283541269523087,0.08808422363092108,1,24,1.0,0.0,2,1.0,100
-16.0,0.001838616482601401,0.021052649633828326,0.07532217767433592,0.11384140671301965,0.08840363822887898,0.013045714301082256,0.029031417921155253,0.07469322412869742,0.04847699554144311,0.010574784859009949,0.0003205084125614726,0.00039617903981924916,0.011005994017777871,-1.187078616287051e-21,0.0101786058191907,1.0187713578701466e-18,0.07532217767433592,3.955488508521431e-34,7.368618253004331e-05,0.011005994017777871,0.10283541269524177,0.0880831298163175,1,24,1.0,0.0,2,1.0,100
-15.757575757575758,0.0018386164826015743,0.021052649633868152,0.07532217767433592,0.11384140671306793,0.08840363822892996,0.013000258623046799,0.02885717113079771,0.0746932245356649,0.046165761988823203,0.010574784858841857,0.000321605279753282,0.00039747691108379387,0.011005994017780806,3.349414168144184e-24,0.010177307947758063,3.3868842061625304e-18,0.07532217767433592,4.37637379018455e-35,7.368618253006486e-05,0.011005994017780806,0.10283541269528712,0.08808203294917669,1,24,1.0,0.0,2,1.0,100
-15.515151515151516,0.0018386164826022552,0.021052649633878984,0.07532217767433592,0.11384140671308143,0.08840363822895085,0.012954988072125398,0.0286848875969567,0.07469322458829297,0.04397561680041406,0.01057478485882011,0.000322705202705547,0.00039877806575861586,0.01100599401778504,4.555618386501532e-24,0.010176006793061495,2.3850124909297737e-18,0.07532217767433592,1.3780026326336089e-35,7.368618253009436e-05,0.01100599401778504,0.10283541269529639,0.0880809330262453,1,24,1.0,0.0,2,1.0,100
-15.272727272727273,0.0018386164826054642,0.021052649633867833,0.07532217767433592,0.11384140671306449,0.08840363822894286,0.012909901945643508,0.028514546342332355,0.0746932245677543,0.04190052994456843,0.010574784858828446,0.0003238081838523899,0.0004000825040983863,0.011005994017802634,3.721020701675548e-24,0.01017470235473006,1.3769981174242186e-18,0.07532217767433592,6.839665806097298e-36,7.368618253022135e-05,0.011005994017802634,0.10283541269526186,0.08807983004509047,1,24,1.0,0.0,2,1.0,100
-15.03030303030303,0.0018386164826094187,0.02105264963385975,0.07532217767433592,0.11384140671304982,0.08840363822893635,0.012864999516531563,0.02834612580418779,0.07469322454520777,0.0399345376999858,0.01057478485883788,0.0003249142261866864,0.0004013902269911355,0.011005994017824467,3.685233660525502e-24,0.010173394631846744,7.600937330702729e-19,0.07532217767433592,2.321627754313401e-36,7.368618253037902e-05,0.011005994017824467,0.10283541269522535,0.08807872400274967,1,24,1.0,0.0,2,1.0,100
-14.787878787878787,0.0018386164826103108,0.02105264963386206,0.07532217767433592,0.11384140671304803,0.08840363822894828,0.01282028005615504,0.028179604526420272,0.07469322453099653,0.038071947519835045,0.01057478485884402,0.0003260233327370232,0.00040270123535370093,0.011005994017829408,3.526842762423429e-24,0.01017208362349032,4.157115035265984e-19,0.07532217767433592,6.9463032415105645e-37,7.368618253041537e-05,0.011005994017829408,0.10283541269521863,0.08807761489621127,1,24,1.0,0.0,2,1.0,100
-14.545454545454545,0.0018386164826084653,0.02105264963386081,0.07532217767433592,0.11384140671305173,0.08840363822894853,0.012775742842769385,0.028014961407636544,0.07469322452239371,0.03630739158527108,0.01057478485884789,0.0003271355063483112,0.0004040155298703977,0.01100599401781916,3.590344452512191e-24,0.010170769328977492,2.2828288772533737e-19,0.07532217767433592,1.9997619853227247e-37,7.368618253034083e-05,0.01100599401781916,0.10283541269523258,0.08807650272260023,1,24,1.0,0.0,2,1.0,100
-14.303030303030303,0.0018386164826105708,0.02105264963386453,0.07532217767433592,0.1138414067130579,0.08840363822894996,0.012731387200102912,0.027852176811259472,0.07469322451235483,0.03463607170187584,0.010574784858852557,0.00032825074839229967,0.0004053331094256635,0.011005994017831271,4.840473872635332e-24,0.010169451749426893,1.3076639389912867e-19,0.07532217767433592,4.6009128348972996e-38,7.36861825304263e-05,0.011005994017831271,0.10283541269522663,0.08807538748055767,1,24,1.0,0.0,2,1.0,100
-14.06060606060606,0.0018386164826139357,0.02105264963385784,0.07532217767433592,0.11384140671305769,0.08840363822893703,0.01268721239290816,0.027691229525781316,0.07469322453862426,0.033052997675839434,0.010574784858842662,0.0003293690635816608,0.00040665397709874413,0.011005994017850502,2.390376506513518e-24,0.010168130881743918,7.784395231256525e-20,0.07532217767433592,3.5537891475198274e-38,7.368618253056056e-05,0.011005994017850502,0.10283541269520718,0.08807426916535536,1,24,1.0,0.0,2,1.0,100
-13.818181818181818,0.001838616482614563,0.021052649633852664,0.07532217767433592,0.11384140671305877,0.08840363822892867,0.012643217652654207,0.027532097538370597,0.07469322457267093,0.03155320585576625,0.010574784858830124,0.0003304904548765228,0.0004079781335387274,0.011005994017854221,-4.15690017038809e-25,0.010166806725291397,4.496596570086355e-20,0.07532217767433592,3.9230358393998076e-38,7.368618253058479e-05,0.011005994017854221,0.10283541269520455,0.08807314777405215,1,24,1.0,0.0,2,1.0,100
-13.575757575757576,0.0018386164826169249,0.021052649633858823,0.07532217767433592,0.1138414067130662,0.0884036382289422,0.012599402266909393,0.02737476062580726,0.07469322461735188,0.030132373431088925,0.010574784858813196,0.0003316149247885173,0.0004093055789129192,0.011005994017867829,2.0156636995459302e-24,0.010165479279900278,2.587408234356962e-20,0.07532217767433592,-1.3781658151468762e-40,7.368618253068116e-05,0.011005994017867829,0.10283541269519836,0.08807202330415369,1,24,1.0,0.0,2,1.0,100
-13.333333333333332,0.0018386164826211812,0.021052649633849188,0.07532217767433592,0.1138414067130626,0.08840363822893144,0.012555765536569952,0.027219199091310885,0.07469322455307172,0.02878647081141687,0.010574784858837573,0.0003327424764589803,0.0004106363143761801,0.011005994017891978,1.4744431419576113e-24,0.010164148544461394,1.583493604380473e-20,0.07532217767433592,7.401299263278887e-40,7.36861825308507e-05,0.011005994017891978,0.10283541269517063,0.08807089575247246,1,24,1.0,0.0,2,1.0,100
-13.09090909090909,0.001838616482623089,0.021052649633853972,0.07532217767433592,0.11384140671304963,0.08840363822891807,0.012512306753578194,0.02706539311129495,0.07469322454650447,0.027511586976250935,0.010574784858840204,0.00033387311240252624,0.0004119703401151784,0.011005994017902039,1.8556799866498663e-24,0.010162814518725026,1.0284149786593534e-20,0.07532217767433592,5.670681214995316e-40,7.368618253092845e-05,0.011005994017902039,0.1028354126951476,0.08806976511651554,1,24,1.0,0.0,2,1.0,100
-12.848484848484848,0.0018386164826196686,0.021052649633863323,0.07532217767433592,0.11384140671306443,0.08840363822894062,0.012469025211824266,0.026913323061308052,0.07469322455029268,0.026304013653050188,0.010574784858838724,0.0003350068353543897,0.0004133076566365322,0.011005994017883193,1.4476412295340016e-24,0.010161477202202193,7.057380034440131e-21,0.07532217767433592,3.785725839301847e-40,7.36861825307926e-05,0.011005994017883193,0.10283541269518125,0.08806863139358623,1,24,1.0,0.0,2,1.0,100
-12.606060606060606,0.0018386164826221596,0.021052649633881978,0.07532217767433592,0.11384140671310639,0.08840363822898568,0.012425920208429227,0.02676296954846443,0.07469322455039913,0.025160239675654776,0.010574784858838667,0.00033614364797946995,0.000414648264344396,0.011005994017898962,2.019565258179114e-24,0.010160136594494272,5.351017498305715e-21,0.07532217767433592,7.387717318887263e-41,7.368618253089673e-05,0.011005994017898962,0.10283541269520743,0.08806749458100621,1,24,1.0,0.0,2,1.0,100
-12.363636363636363,0.001838616482624101,0.021052649633899096,0.07532217767433592,0.11384140671312327,0.0884036382290133,0.012382991043393082,0.02661431339835471,0.07469322455042382,0.0240769373746,0.010574784858838782,0.00033728355286993605,0.0004159921635515875,0.011005994017910435,1.3790713313379607e-24,0.010158792695287194,4.342370659149289e-21,0.07532217767433592,1.7769300133806463e-40,7.368618253097841e-05,0.011005994017910435,0.10283541269521283,0.08806635467614336,1,24,1.0,0.0,2,1.0,100
-12.121212121212121,0.0018386164826226384,0.021052649633893205,0.07532217767433592,0.11384140671313311,0.0884036382290133,0.012340237019515444,0.02646733565089145,0.07469322455038921,0.02305095265270448,0.010574784858838778,0.00033842655259278275,0.0004173393545303882,0.011005994017902827,2.1515234250593684e-24,0.01015744550430839,3.79869009965009e-21,0.07532217767433592,2.1713081563101513e-40,7.368618253091826e-05,0.011005994017902827,0.10283541269523029,0.08806521167642052,1,24,1.0,0.0,2,1.0,100
-11.878787878787879,0.00183861648262172,0.021052649633893687,0.07532217767433592,0.1138414067131453,0.0884036382290188,0.012297657442400987,0.026322017558185123,0.07469322455011101,0.022079296023700824,0.010574784858839057,0.000339572649661722,0.00041868983748231465,0.011005994017898181,1.3548998677184947e-24,0.010156095021356743,3.5607197985985576e-21,0.07532217767433592,-8.827962677876432e-41,7.368618253088141e-05,0.011005994017898181,0.10283541269524711,0.08806406557935707,1,24,1.0,0.0,2,1.0,100
-11.636363636363637,0.0018386164826221965,0.021052649633900005,0.07532217767433592,0.11384140671315571,0.08840363822902306,0.012255251620439028,0.02617834058223906,0.07469322454956659,0.02115913403704852,0.010574784858839127,0.0003407218465466774,0.00042004361254828303,0.01100599401790129,2.1655457880270747e-24,0.010154741246290844,3.244047542051971e-21,0.07532217767433592,6.607834788539185e-40,7.368618253090185e-05,0.01100599401790129,0.10283541269525442,0.08806291638247639,1,24,1.0,0.0,2,1.0,100
-11.393939393939394,0.0018386164826215518,0.02105264963390618,0.07532217767433592,0.11384140671315522,0.08840363822902947,0.01221301886480493,0.026036286392593137,0.07469322454859018,0.020287781131381286,0.010574784858839465,0.0003418741456686949,0.00042140067980295264,0.011005994017897466,1.6037342454054624e-24,0.010153384179036513,3.43673133381802e-21,0.07532217767433592,-5.278457527959331e-40,7.36861825308772e-05,0.011005994017897466,0.10283541269525776,0.08806176408336078,1,24,1.0,0.0,2,1.0,100
-11.15151515151515,0.0018386164826218673,0.02105264963389543,0.07532217767433592,0.11384140671314735,0.08840363822900904,0.012170958489440404,0.025895836863997792,0.07469322457590141,0.01946269191137454,0.010574784858829749,0.00034302954940153654,0.0004227610392563248,0.011005994017899085,2.079884866826526e-24,0.010152023819573424,3.1016238258577636e-21,0.07532217767433592,-7.546196250222121e-41,7.368618253088772e-05,0.011005994017899085,0.10283541269524826,0.08806060867960751,1,24,1.0,0.0,2,1.0,100
-10.909090909090908,0.0018386164826252576,0.02105264963387588,0.07532217767433592,0.11384140671314577,0.08840363822900917,0.012129069811046528,0.025756974074116087,0.07469322457225312,0.018681453854255146,0.010574784858831796,0.0003441880600751475,0.0004241246908593651,0.011005994017918653,1.71692492997682e-24,0.010150660167972432,3.1035950876350193e-21,0.07532217767433592,-6.994777182855127e-39,7.368618253102023e-05,0.011005994017918653,0.10283541269522711,0.08805945016893402,1,24,1.0,0.0,2,1.0,100
-10.666666666666666,0.0018386164826263525,0.021052649633880403,0.07532217767433592,0.1138414067131527,0.08840363822902168,0.012087352149278734,0.02561968031648288,0.07469322457106059,0.01794178914247644,0.010574784858832424,0.0003453496799606637,0.0004254916344835824,0.01100599401792515,1.780181791180208e-24,0.010149293224348842,3.1455667782791666e-21,0.07532217767433592,1.0853428801933306e-38,7.368618253106531e-05,0.01100599401792515,0.10283541269522754,0.08805828854906102,1,24,1.0,0.0,2,1.0,100
