Parameter_set,chi2,ep_RAF_RAF_mod_RASstategtp_double_deltaG,bind_RASstategtp_RAF_kf,bind_RASstategtp_RAF_kD,bind_RASstategtp_RAF_phi,bind_RAF_RAF_kf,bind_RAF_RAF_kD,bind_RAF_RAF_phi,bind_RAFi_RAF_kf,bind_RAFi_RAF_kD,bind_RAFi_RAF_phi,ep_RAF_RAF_mod_RAFi_single_deltaG,ep_RAF_RAF_mod_RAFi_double_deltaG,bind_RAF_MEKphosphou_kf,bind_RAF_MEKphosphou_kD,bind_RAF_MEKphosphou_phi,catalyze_RAFrafiNone_MEK_p_kcat,bind_MEKi_MEK_kf,bind_MEKi_MEK_kD,bind_MEKi_MEK_phi,ep_MEKphosphop_MEKi_deltaG,bind_MEK_ERKphosphou_kf,bind_MEK_ERKphosphou_kD,catalyze_MEKmekiNone_phosphop_ERK_p_kcat,bind_DUSP_ERKphosphop_kf,bind_DUSP_ERKphosphop_kD,DUSP_eq,synthesize_ERKphosphop_DUSP_ERK_gexpslope,synthesize_ERKphosphop_DUSP_kdeg,ep_EGFR_EGFR_mod_EGF_single_deltaG,ep_EGFR_EGFR_mod_EGF_double_deltaG,bind_EGF_EGFR_kf,bind_EGF_EGFR_kD,bind_EGF_EGFR_phi,bind_EGFR_EGFR_kf,bind_EGFR_EGFR_kD,bind_EGFR_EGFR_phi,catalyze_GRB2_RTKSH2ANY_deg_kcat,EGFR_eq,synthesize_ERKphosphop_EGFR_ERK_gexpslope,synthesize_ERKphosphop_EGFR_kdeg,bind_EGFR_GRB2_kf,bind_EGFR_GRB2_kD,bind_SPRY_GRB2_kf,bind_SPRY_GRB2_kD,SPRY_eq,synthesize_ERKphosphop_SPRY_ERK_gexpslope,synthesize_ERKphosphop_SPRY_kdeg,bind_GRB2_SOS1_kf,bind_GRB2_SOS1_kD,bind_GRB2_SOS1_phi,catalyze_ERKphosphop_SOS1_pS1134_kbase,catalyze_ERKphosphop_SOS1_pS1134_kcat,ep_SOS1S1134p_GRB2_deltaG,bind_SOS1_RAS_kf,bind_SOS1_RAS_kD,catalyze_SOS1_RAS_gtp_kcat,catalyze_PP2A_MEK_u_kcatr,catalyze_DUSP_ERK_u_kcatr,catalyze_phosphatase_SOS1_uS1134_kcatr,catalyze_NF1_RAS_gdp_kcatr,BRAF_0,CRAF_0,RAS_0,MEK_0,ERK_0,GRB2_0,SOS1_0,pMEK_IF_scale,pMEK_IF_offset,pERK_IF_scale,pERK_IF_offset
10,40.438315013839315,0.0010411084812740627,2667.6892823887615,0.02718596265327108,1.0,1011.2677885008105,3.4793765277080224,1.0,175923.09061863524,0.02885538083792672,0.0,0.034069242043763076,5.714759157552764,997467.3111775883,0.002672406372581503,1.0,93947386.69454265,1041.695177183386,0.04807981679454461,0.0,3.7830520347292933,24411441.371864323,0.00010284067632030129,7140294.654197503,34533106.713573776,7.47989561234178e-05,962.3845901520615,0.6498644381930586,0.04048171730424613,0.0020726520890886695,0.005032001417709811,68274.62401686142,0.0180368501690138,1.0,114187.39092897167,439.67681888606387,1.0,9.134381014938661,7915.254504640159,1.1494830327415602,0.046663109502954325,6935410.013892558,0.0018657676436837371,396154.8138864148,0.023553267551615263,1.9091008292131815,13.394499655589478,0.2204418553006996,12873.68726621444,0.3839190979913615,0.0,0.02138935070731295,4630.552103450837,828.858168231209,36319.16908174659,0.0003526309140187634,12172.7419072356,1.2743773327401493e-05,5.661377986756076,0.008030417239557998,0.0004122436274065023,1107.0188576418277,12702.368673359677,45216.408125138296,68926.10539515757,50742.32498418276,44981.97968167071,6367.025339008136,1.791097968582822,0.06779353816693619,3.830374667508069,0.07665388321999596
11,40.575147278849975,0.00010000364966397101,1029.5883504873996,0.045962900802706035,1.0,19110.756105795517,7.0747427047504,1.0,2456.1816926941,0.04955835929940077,0.0,0.0034858881660416704,9999.269876922293,65536.58540909768,0.00025793994921870624,1.0,26272.08738669771,100000000.0,0.00044875374920125293,0.0,4.50426631201134,83099321.91802938,4.529125135501179e-06,300716.30055490125,9074799.1145652,0.0011105160764011488,1060.1769311717546,0.6290752806047213,0.025086558690377517,0.0007560379572285407,187.98994897456913,8156441.017946935,0.018761341124501306,1.0,244817.5796288466,1.6211092355784242,1.0,10.76805164949579,8003.820679828779,1.1252056131488533,0.03025682058399144,855636.0615183554,0.015241450501601975,52100.630622224504,0.0005069873578786357,0.5220738013023203,10.850726326878414,0.15578240346456207,280866.2139174267,0.001059588729009866,0.0,0.12210036719225383,7741.018760882415,9810.225041827096,3442.3845191481405,0.06470320448049861,1000.9529872052861,0.004261488884662406,0.36117716936332617,0.00840879413178577,0.004991477755248675,1108.1693903814376,12605.958121099406,45395.92083667915,68434.0763517689,54208.48625591716,45927.383055245766,6361.948365670692,2.194322013568987,0.07017890538063964,4.007569751867596,0.08464608769332545
12,40.6300787214557,0.0002857416116997416,1184.2589075172878,0.02435221223046144,1.0,794352.0487699946,13.846784077440466,1.0,81504.06319157087,0.046714383312663504,0.0,0.0018727308293150719,7129.076253393921,75186.00166743873,0.999990226736499,1.0,39872873.05099854,3239114.4982862812,0.0027464671571448655,0.0,2.515042463502778,61112781.39585108,3.856205857684469e-06,86479.45221272201,31408650.719926182,0.001985919498972773,1243.9819532947174,0.5641352844606076,0.3131485996883349,0.003178704743483285,2.57252967383236,49452.04775919059,0.015602958737822718,1.0,76984.18563168209,7.174749175124875,1.0,8.247503812977364,7877.275413674775,1.1215424416628266,0.057069148144120285,1126774.8893829938,0.0004249685000271629,6893.884452823077,0.00021844771184335643,0.23043017624406395,10.64244097068393,0.14382725538078991,350429.9607436413,0.0005088792119255593,0.0,0.024562106493696254,6304.6070022311305,9777.482560494398,1431.3225714409405,0.084058520153166,3561.5390461604925,5.011051890767831e-06,0.5015648116095875,0.008810242450556184,0.0012793312545619408,1106.9195554520345,12610.398474203217,45368.06327599964,68197.5369840039,55294.571896391535,45897.03600057099,6364.41147355602,2.3573380052631414,0.010959834598580274,4.034221921866791,0.07705109233719985
13,40.68067099676781,0.00013183380290295716,1004.8209238458787,0.013358657647566344,1.0,1743174.8041870089,61.77108503936609,1.0,113474.22883969232,0.04023211462874151,0.0,0.0007505097351217675,27.948609774873233,52099.337403334925,0.9951576498097812,1.0,29759384.86668462,2259006.4971466935,0.0026821701813839914,0.0,2.4832538473238803,36161672.61160749,4.120976044974031e-06,59217.70470466874,9528126.622512022,0.0008097203608878854,1138.2674581170522,0.5603626120226275,0.10549070846092118,0.0012301645848941398,620.0805798518636,136710.2381984178,0.020569208953213007,1.0,221234.0552060023,1.2070115869099485,1.0,12.378745950902834,7821.152067421543,1.0951548391159633,0.042734161799680356,471556.7653627758,0.006351827716311965,7514731.53570207,0.0004886063535674823,0.1867635162836092,9.665735174500961,0.17272376973338907,245200.2902881529,0.0008964068364002555,0.0,0.12932589481330006,13283.319844530472,8140.8679449368965,2378.3028154994176,0.0369771214746795,2173.417902328453,4.8807515401886985e-06,0.5560397597263278,0.009021178579120907,0.002291097545215734,1107.1756351527042,12586.225254242809,45389.59524465198,68076.3025904513,56632.95462460692,46194.78498357586,6360.795453067655,2.4247831867093317,0.010432139118739423,4.0856607739598925,0.06846678576503379
14,40.73737827747397,0.00010043900228961585,1000.0007598533699,0.013519711991791559,1.0,2962.488410326024,376.7218672040655,1.0,6091.067327584542,0.04755620823094972,0.0,0.00013874598357487315,9132.457714509477,17678.522678988134,0.12548343539800688,1.0,2023575.8138495737,65947.82396463379,0.004325700831190653,0.0,18.048294546212603,99999947.0405568,9.268451890593728e-06,8525.05127909228,2418965.9769486138,0.00023554911128173818,1846.9892596504028,0.18837285064368786,0.027301665413396067,0.0005881326096528467,4.18941236317374,3130.4977069065094,0.08880582843676886,1.0,38866.42362879583,1635.2440591017933,1.0,436.3104652431653,6711.72154123855,0.922413477787556,0.01003432931581685,185235.54181579105,0.0011501985082398665,74274100.33518113,0.0004947375225946934,0.3716872296880611,8.360119590239957,0.23692549137008234,5846089.636614919,0.0001089138725186586,0.0,0.028329372177971192,455812.2891386189,5867.692955306665,79332.70817153277,0.12629337812045627,36203.90528143598,0.00039899971915606877,0.43086801904281186,0.012138240273704706,0.00014278083912997914,1107.8831572558784,12475.444830908122,45685.34721932718,60443.02202112221,78489.94233212691,45592.1476049521,6361.827513166951,24.447689436056706,0.08437812684145408,4.16335678511775,0.07613983827234795
15,40.79490059442203,0.00020351436538049866,47631207.33965143,0.012724259278008018,1.0,1000.0023716654581,5.104327365060905,1.0,35366.766083852795,0.05889397124977706,0.0,0.005241655570115632,1824.7141085706437,772197.7822549586,0.012846865283807778,1.0,664020.6263702168,1946.6298112448094,0.021325946236495034,0.0,10.805502048265177,99891958.94406053,1.3663468817701732e-05,9140667.471010827,27789204.196440585,0.00026476639364840765,899.9491684263298,0.7126454062521375,0.01875553772610205,0.316276416881789,0.00021040195458756276,858334.0277217561,0.06882064997686402,1.0,65247.30378112375,43.651200276939214,1.0,6.161975964948859,8166.79755333022,1.1614289843927201,0.04075647451930752,7800345.333271308,0.0005747226590612285,33811008.89664696,0.013429262097839225,1.2495510678843087,13.648993910335436,0.23866374440232316,1002.9630880078773,0.05133982453000523,0.0,0.2293091793066294,1291.989814860051,14.815760877662502,2531.6001340575394,0.01159858447770738,1000.6538715370511,0.0018241536646022352,6.650552864990768,0.007966899523699403,0.006740784606293752,1108.5374000264599,12517.876138652493,45340.53287856142,69133.7699271509,50718.470710525806,45010.940750632806,6362.039922126178,1.973992826008549,0.0543945552307563,3.94517988362172,0.08174081056803757
16,40.94457871093133,0.00010025561605401776,1262.0427026372395,0.024016632356633313,1.0,13833.932745534174,59.697708358354625,1.0,23193.25057276797,0.022145645826563233,0.0,0.0018278983044720167,9.597661528045066,82645.42550468937,0.00010569125138976747,1.0,14327468.753949698,103291.0875197508,0.008104771216783931,0.0,3.098240024078711,966798.1929651669,1.0303999525109904e-06,25886.73691330511,99999937.83022179,1.0609502512841398e-05,1430.9147155719647,0.38051297479071755,0.018800131629678314,0.014630074578588047,0.04701624383020647,10846556.678649373,0.0003914852285661516,1.0,6075030.882252194,2.3751187601605266,1.0,8.032727234973672,7768.094138909503,0.9222059501568246,0.010280057172662605,10144310.879507896,0.004358652744584743,2163381.442466479,0.0012521927645337144,1.8882639855002643,9.198803673964633,0.24554125428772125,22391.35471871834,0.0014668897705325252,0.0,0.061165916849885205,2116.4422370507955,8545.313889329516,1302.959209851958,0.001273557741178944,10557.453080331265,1.0276479967923768e-05,0.8895962837595107,0.010333766878865159,0.0005022055986819398,1106.35203749024,12684.087520282315,45527.04786195017,66034.30783964987,65174.42675532058,45716.6680118795,6363.168738362133,2.4017022227192255,0.010000190195337372,3.8723710976063845,0.07690281193901323
17,41.02454193100144,0.00010005082636005155,1238.1838640218793,0.001954281586209131,1.0,1000.0013355002458,184.5085262635619,1.0,1041.5445481649422,0.049214954734594925,0.0,0.00018570146504056362,4633.295080699881,14012.475297860221,0.00011352582065223652,1.0,281388.4064512245,1000.9573893436719,0.04548439579395698,0.0,1.2566574202997478,64995281.64069987,1.0006705763339703e-06,2214.3478762656173,97154372.25383635,1.0773625374915017e-05,1730.9312153619042,0.3250713164243809,0.3159531284913029,0.008896108477975447,645.4428883497524,599147.2495746906,0.012222893283253126,1.0,8997.107301447655,88.60627719551707,1.0,48.110108905070504,7759.075896466819,0.8617983733113428,0.01022459583684602,1547369.4206046294,0.0034134103421170456,189651.45546061877,0.0011569886005395147,0.13293022810789046,9.414431720428915,0.31622776601683794,952860.1840084002,0.00010005756967938204,0.0,0.010267159054943811,109124.6741757746,730.0727522170124,94801932.42359695,0.017038370195532358,1457.9422108975737,0.0006961381263295806,0.738971892662377,0.01106536795418877,0.010284960781809516,1107.5545867812505,12569.613098407894,45526.76272551032,59339.36437814647,76257.69957372708,45270.243449061956,6363.924812931162,8.771477829390749,0.11932036961702605,4.189425289474813,0.08547777128303323
18,41.025525283027775,0.0002729609242387542,1266.8227384303439,0.01992262819333814,1.0,871665.4253172978,19.97942935912682,1.0,157253.6628166971,0.04244040210433919,0.0,0.0017127659084170237,9451.498723154158,94120.5941369974,0.9999686658851041,1.0,39898142.76450178,3991140.532083699,0.0027334095032607556,0.0,2.5267885718424536,72125286.28485672,4.4858494077019824e-06,117367.1043724696,16522597.37347227,0.0004267381105740695,1190.8214256119757,0.5564565771377157,0.059271571215883,0.001607809424356839,0.14454078831529174,349870.14097582,0.015069400316351327,1.0,20987.434801934913,2.1321597270916444,1.0,62.73864864427571,7886.423410562212,1.0970049698539148,0.032021810270770536,2457.833107720091,0.29554619131802284,88300.01147171156,0.0007750982743626553,5.252988209302223,9.725635815062551,0.1883160222033064,5555665.76225112,0.0006379542426342505,0.0,0.11750516157334827,932231.5566529484,9125.090702621705,29619.81284010754,0.03348451323723456,1003.5118148008618,6.433346749926916e-06,0.5495231565077696,0.008890626178924957,0.004091822442526112,1106.7888109413443,12618.116127414389,45407.45905487243,68224.8862104187,56157.36347974296,46211.8218035906,6360.640204470699,2.3909189765721997,0.012774546455762469,4.064974316872464,0.07377057354733718
19,41.05361845355108,0.00015607846672164652,1021.3500629467592,0.021836823306334897,1.0,276222.56258093414,50.71318536044546,1.0,51219.932287781936,0.03633829447563359,0.0,0.0007806532462330655,7291.190409708936,38783.71082306277,0.9846980435020387,1.0,18407074.497254122,1700681.2357336886,0.002662395741760627,0.0,2.186180609627528,610433.8383755672,1.2483536344334814e-05,75173.46866727344,99900754.90358897,1.3763143879454315e-05,1503.651008826185,0.3932650719288858,0.01123669854785828,0.001006789436110275,3092.2903132836523,25021546.5858867,0.015289015466680782,1.0,87998.03004718138,33.32595012298526,1.0,25.347094850914825,7849.728211129244,0.9374731490768127,0.011617604295782132,108584.11098943968,0.003837474830381855,245405.0525473669,0.0006423906926623861,7.998302751325495,8.539503935196656,0.21336129812084995,3323035.0342260427,0.0004950872932350499,0.0,1.0678172481143928,344526.10951603716,6700.571873494978,6320626.8252664255,0.7608033425783524,2521.4985920812223,7.102505030608412e-06,0.2931587417403065,0.010742513298913806,0.0016404621709167164,1107.599752429188,12579.087265921919,45264.174042999504,65129.940286908546,66885.6743437824,46070.60123909871,6358.462876070987,2.759015370852729,0.01651770593143469,4.046550493891981,0.08477307368412632
20,41.15774233562493,0.00013395402866255636,1000.0000000555185,0.00016782165488915472,1.0,1000.0000024266282,12.497446427694456,1.0,95284.15874847362,0.041710132123257686,0.0,0.005147609542533945,53.543843284183104,625240.2271066956,0.00010000872416537564,1.0,70906761.42486882,257297.81021271326,0.019954037462367142,0.0,4.539954781131978,99999990.77917056,4.956828512425315e-06,23357.77729832948,34154541.136742495,0.00038644659170426743,1892.09181246609,0.16303498691133206,0.01138280142930943,0.02129619499631193,0.013376467068737788,84638.28891376183,0.1365137197765528,1.0,1555.0635919424442,80.87577708568892,1.0,635.3773189409804,7162.25562297117,0.8691264489209695,0.010001148296994911,82863.13321468029,0.0003265020986657761,9237552.664807964,0.0009403749836297998,2.726736180898216,8.714697339664596,0.16402124056229178,9627348.659414375,0.0007172258472257805,0.0,0.16245931303485142,839884.2575095799,9783.529691603862,68263.37763481039,0.00036817750527666466,1191.7518257946072,6.962812999954863e-05,1.933841257141333,0.011865484173643533,0.003348664631547536,1107.927491547238,12306.349378035897,45616.78736679062,60282.30077959199,79349.70836348426,45262.59124526524,6371.099542778077,6.193244290396566,0.04307166776908876,4.166659009549921,0.07414022625421975
21,41.28553115267725,0.12653465345376835,1360614.4219788536,0.00013018839412292968,1.0,1000.1590521998329,1.3912823639510623,1.0,58214.694137519575,0.023678173582012144,0.0,0.10367832207922711,3.005072886111216,116833.54381831651,0.014585305494229579,1.0,18055705.81142731,255746.65963339357,0.005435508009068052,0.0,2.9636417211168764,1579701.6435670764,8.372353365736488e-06,67111.70154109114,95632566.25036763,1.6350043407494756e-05,1235.0636787558576,0.42367829919040295,0.025787466096349743,0.0010504452945644116,2.0862597051363605,2275967.2578954273,0.010687133143631632,1.0,3345124.6068574097,2.084289160726402,1.0,10.616479610398788,8069.670090953632,0.8979433531111071,0.04213636913538059,190235.60328501294,0.0010300907563685448,920643.5185152839,0.01693760068986893,2.8952835977515954,10.083978707851292,0.24722373877907772,86176.35285824152,0.07204622167308104,0.0,0.27204831478851577,589806.6841392269,9998.39338519649,73304666.11800818,0.009761854719624869,3361.3505753501167,1.262994356557569e-05,0.6726678481765218,0.010439475995266543,0.0009000570541211038,1106.6491123360788,12559.058691334762,45376.42428635288,67250.47404440469,64444.25834679374,45129.73984578842,6376.848658271005,2.3571458737634203,0.014726698988611004,3.9841213695187228,0.0702125102039485
22,41.50771303429406,0.0001059539714697918,1002.9981916215746,0.027091585356539997,1.0,54977.30287140108,83.53478323633126,1.0,23391.048530914628,0.05828962750423897,0.0,0.0004018588434413411,9997.023200629426,66931.88250426177,0.18688693864480738,1.0,23707198.169280086,338633.43812574487,0.004261882774237801,0.0,24.79526419014373,80809163.28255896,3.069669930394193e-05,16036.159602986585,3234782.1653074482,4.086489807111344e-05,1962.4900793223924,0.11686320425661706,0.017895657115665244,0.001370125880962035,0.28853345754257104,4529.911944664188,0.30825193394431627,1.0,19726888.505799755,2434.3685574781816,1.0,244.32437135110402,7217.709857433704,0.85546427951852,0.013606066210043077,1909003.303789922,0.00013225180558205384,99695843.0025964,0.001457520024048984,8.444471610911176,8.354478774806074,0.238805865698464,10827549.304085797,0.00017995278404503255,0.0,0.010772253128608801,3188163.6070955843,9530.94843712964,44010.695321360996,0.00023288078158786185,1768.9248785883165,0.00017157184441427155,0.4102259883270882,0.011894462734388052,0.002510948642534087,1107.1786943962657,12512.40548592036,45633.9171932691,60634.75400802947,78942.42260450286,45487.73999980767,6368.907186527225,32.34929795194976,0.06483569192701541,4.061348430451043,0.07759391057916529
23,41.55135730103394,0.00019485238233454282,1930.6841444604165,0.0019163613798444368,1.0,1510.8074579079835,54.37160084772183,1.0,1381873.918405277,0.0403032983981862,0.0,0.009806356555859244,21.627579146472975,2449399.8674233733,0.11918502447562099,1.0,186373499.51972178,5095.765099155424,0.006280228421816618,0.0,39.8265310167737,95997472.7808034,1.3932388303936051e-05,6473929.713186689,42392106.73735528,2.6952867107788084e-05,924.3087408069294,0.633921366444921,0.13394338186243976,0.017075431216456338,0.23220837004197067,6135117.8564594295,0.0030108249758337333,1.0,48071412.12911827,16.686280504082312,1.0,381.3238068138887,8293.940586917675,1.0376130375589057,0.047039540420254274,3236047.8894394464,0.23396914607242295,9469955.320603803,0.009879452784333935,7.045491900919751,12.286802290304502,0.18883418143083933,38762162.6888716,0.03508057393354912,0.0,3.1746885087466046,371087.17062096676,683.4764893048659,312160.30759957875,0.00972168376775674,1765.643744097466,3.178719674764194e-05,0.7560045163985003,0.008334396735886838,0.0020610892587496527,1107.9733130958468,12574.23405543503,45399.656820071614,68456.82770085409,54824.6502743264,45244.02461580807,6366.240630312361,2.2186089978866166,0.058789208071219005,3.978869176810161,0.07586741206964716
24,41.654532024049026,0.00010017707571984,59948.48193357202,0.00015377447394570237,1.0,86995.82881093965,14.263336559644454,1.0,5740.606653246428,0.05220257307626318,0.0,0.001154424832049702,8232.818858307252,273531.5081370501,0.0001664976775580697,1.0,10000.502897229158,54345737.90884098,0.002064659315454991,0.0,2.1640773022837854,99802642.41605704,2.0585720883857986e-05,702609.1479598264,35848899.656056024,0.0003143910325069245,1070.4161920722017,0.6669364138917002,0.06700212704454267,0.012186019815819217,0.00011669793200103987,832315.2078062516,0.0032121709489715913,1.0,2795.269913049428,85.28570424785106,1.0,8.446048286883817,8286.879236905415,1.1315546144319326,0.042237790329588874,112444.76988174426,0.04253075575238102,1346965.2139633012,0.0005766749146255186,0.24048774495110295,11.911047319863771,0.18449313046579177,47858.05120184373,0.0008147296656941701,0.0,0.8546568543104023,2116.0235168088884,5353.041372936282,5383.943702304073,0.34379917484593925,1042.9438079402805,0.01434433898797551,1.9607790588628426,0.008263707754759467,0.00493460494937743,1107.2501811273153,12800.349271250487,45431.865504350426,68547.30582448046,49653.95199178477,45769.78685825903,6361.725412901364,1.6726453980572435,0.0767237815270197,3.7669800484622216,0.08689421416610157
25,41.743541671902825,0.00025149934017881754,2901.4578775763516,0.015455881522946361,1.0,4198.180141759742,13.202832391588514,1.0,96766.55946848262,0.018243472652749445,0.0,0.0355370660928119,20.39039270157266,216784.28680446805,0.0003819306922316137,1.0,81539050.51787144,281957.7913723675,0.007455551594608623,0.0,2.8095643268066164,46978080.74264305,4.046639626335422e-06,41816.17263054268,30644979.135448407,0.0004570431244523326,1188.511203609153,0.49772374476332154,0.1899765427548607,0.015582602417590899,0.0006485271467974245,13194409.236855613,0.004107242450393167,1.0,556883.5124481034,6.074404799302387,1.0,8.607500170909287,7992.029715694916,0.9787348666738575,0.05748546516946552,179600.98740946015,0.04998963088416539,2160.100363528454,0.0003678115560894127,0.3621951161687876,10.30842605577597,0.15223967915336606,18550465.835409794,0.0009091668246356796,0.0,0.03851606136802171,3064.4143684798696,8342.524101448378,1087381.2998838816,0.6233394163342442,1431.8474816264718,3.5467678246122153e-06,1.254132550700654,0.009366603793479072,0.003609279709320424,1105.6862528937406,12816.417019280967,45385.865314477276,67454.28915854859,57884.95766504648,45643.71027426084,6361.977224123259,2.0708937623966577,0.01016293949460791,3.766135662713461,0.07033286035173675
26,41.784667488811564,0.000772128144447557,13623.438514844398,0.0014740375663171224,1.0,1051.993182573756,11.810707692127737,1.0,106552.35621818676,0.016773928132811144,0.0,0.023606517680823492,17.844493754367853,566834.1607254699,0.0013218175562707186,1.0,51855575.19393582,1171.1264522346287,0.04886129154806271,0.0,2.8021463227049326,4534328.2995415665,0.0003259006268522693,9433893.285735305,17330933.656705406,0.004491827143336864,1092.8654250991328,0.5702154578321312,0.15062426873322568,0.0027748092946488392,379.07489067794097,433489.7511430405,0.04529365220683579,1.0,1086880.0708549768,2.812109866139159,1.0,15.082185259529178,8012.925919356267,1.0598114037461437,0.059515613634509495,204833.43788128704,0.0007168656868463635,26906.540029164054,0.0107832926356621,1.9877958285834754,12.327029592431613,0.1944247060157838,308703.9984095246,0.03313898962229129,0.0,0.1658472228694484,31025.547847036345,6825.852672579998,477253.62296680675,0.985358813131445,4693.506221929684,9.169893925969614e-06,6.698844002446465,0.00856899992581388,0.0006949876721207465,1106.2187703945817,12747.012336084568,45321.65108926619,68618.94782266478,53001.50852949352,45132.45021622735,6366.4862479560325,1.5691492278527333,0.10252290506694485,3.6995468604602744,0.07809004830983696
27,41.898864806313256,0.00015378426453650033,1017.9168652793751,0.0015369896393987708,1.0,1010.0306664769472,9.530709889053815,1.0,50707.68572457343,0.060418761694793044,0.0,0.004408531720519262,86.79276817319564,351380.0173951726,0.006134942406212186,1.0,14850874.225762935,309337.2853688372,0.01431430576981579,0.0,8.765559256774155,99999919.4095543,1.7975263688770065e-05,18905.45351796875,42496651.3623755,0.0013805316573012858,1967.923717986523,0.1170512025848447,0.010060578173528586,0.003691819250089109,0.5106051020127667,43407399.65903399,0.14084946768898246,1.0,18978743.22487693,73.46333161103442,1.0,121.5311339163536,7408.475858270829,0.8377637026831288,0.011108041407426068,215119.3861777795,0.0023258587693991634,6262458.775327812,0.0007782367943255991,8.334765780404435,8.472554672990503,0.18462026074530213,2829572.591126371,0.00035959964142135526,0.0,0.07044380561493829,258675.78755591472,4391.175048136889,15240.660539550901,0.001009543623426744,1134.2826521944476,0.000523438424370936,0.9440872446116325,0.012072940770464537,0.0037550795343593785,1107.981374926132,12382.765257594598,45600.66961163228,60262.50908999024,79376.10423523822,45404.39675571082,6367.280757896443,15.317609372045741,0.013756652914337864,4.158453121324141,0.07097807391342316
28,41.921750046532566,0.002034137564434496,2403.161235844022,0.00031307991699069574,1.0,1033.576104009263,2.1720853278181558,1.0,200012.51924118807,0.01929145880970388,0.0,0.0709798324748789,6.108274336839827,520631.1992443452,0.00010003472440555851,1.0,186327591.39611292,656576.0547281632,0.007568918344876951,0.0,2.8126042068041492,92811989.0245309,5.564300038462659e-06,96882.44043503822,43739321.3164469,0.0001702303139100556,1215.9077315408167,0.4998008415001004,0.1257464519821976,0.003652464554523294,3190.039348307883,4854.195127634847,0.004297041816254614,1.0,413204.11699517415,8.378932716206014,1.0,27.039669561325198,8043.44765743922,0.9959543040342298,0.05020056903490825,197626.47757479237,0.0007833829408399059,181632.45372861213,0.003583078970054186,0.5619840904034038,10.830574398416934,0.18556299309979743,18322128.724141665,0.006280470644223413,0.0,0.01695944399206799,86832.11711672168,1716.396973201161,5672.606653233996,0.09252925383751742,5983.073527096425,3.6308988461916625e-06,1.267261205286325,0.009275886586302405,0.0006235702253109265,1105.867945862272,12795.394784636332,45425.547455235646,67775.79024141529,56663.31647986009,45521.96389559822,6364.091132084399,2.0567307963538775,0.010027453575778673,3.811958641155252,0.06858443416924431
29,41.96326607858596,0.0002531071711700135,154550.6016259796,0.0005033663504270639,1.0,2628.289560194115,8899.752106819531,1.0,536918.0818585015,0.004816969982865191,0.0,0.00011278568978832357,8115.751113202004,4611902.103668711,0.000490685302782075,1.0,411697225.29100794,1000.001911147453,0.03722385176022044,0.0,3.221944313381632,5828348.338172096,0.0012764611462349883,9995025.121237032,67078986.15942208,2.1723964278747266e-05,1493.448634077999,0.385832618187021,0.21361930117488495,0.03103637138158365,0.05697817962372734,497319.0094968823,0.008532287287637818,1.0,49960.291079110415,3.7977112403664357,1.0,26.508507104569063,8062.8824834245415,0.9280458862877572,0.05354493922909563,90829679.13457239,0.001756955775640002,304378.6594656689,0.004188907111101913,3.713184081880613,10.908521451387333,0.17690810074031801,42596558.2445708,0.007993687201249504,0.0,0.08042497230108148,385616.20832692564,1651.8197710920572,2887134.6569726313,0.23725313511508128,1679.633894559591,2.87559188930277e-06,9.99954663127266,0.00967887230108638,0.002189615758509827,1105.3728415965288,12791.067771968985,45448.75804744605,67157.76276495749,59727.518296003036,45040.56087494781,6366.115298713958,1.2415346077257456,0.1387141739577615,3.616404575133004,0.07970599910864269
30,42.0484095314563,0.0004999189390713593,234395.01441768635,0.00011403589357411545,1.0,3168.710770302656,7577.210806902812,1.0,591105.0096010485,0.0035837981422208137,0.0,0.00010642878641232443,9864.721073073277,5884956.947109694,0.0004309031312561407,1.0,204913192.6982184,1000.0047663625012,0.03166370057396743,0.0,3.6577605364291714,4427023.5269781565,0.0015774970653862097,9892084.100753352,58056141.6899624,5.727798349803315e-05,1502.3742106354,0.38075139220978865,0.21472297712239286,0.0008795980542674898,34.74873987516984,5311.47314486838,0.0011536508755139864,1.0,36625.74016047199,38.305695319629486,1.0,38.458109354136084,7939.543454087441,0.938052618309275,0.06241818412759679,8679092.959351532,0.002725662003340018,25200.89761961994,0.03758438861723962,9.985382830924669,11.181845826985334,0.20473831277764318,597002.9539379241,0.45749341777599406,0.0,8.108978146372305,305672.8456306525,16.857496182515057,15241721.78633111,0.055359029768681796,9282.902307543343,5.3856187959817606e-06,9.815128505163162,0.00985908883890574,0.0004901000084494746,1105.4861094681412,12752.14287751428,45466.94665270501,67120.73445101599,60500.58304849895,44743.57178939976,6367.689378811945,1.1953301942567276,0.14522199546111406,3.639057685697836,0.07903617970197384
