Parameter_set,chi2,ep_RAF_RAF_mod_RASstategtp_double_deltaG,bind_RASstategtp_RAF_kf,bind_RASstategtp_RAF_kD,bind_RASstategtp_RAF_phi,bind_RAF_RAF_kf,bind_RAF_RAF_kD,bind_RAF_RAF_phi,bind_RAFi_RAF_kf,bind_RAFi_RAF_kD,bind_RAFi_RAF_phi,ep_RAF_RAF_mod_RAFi_single_deltaG,ep_RAF_RAF_mod_RAFi_double_deltaG,bind_RAF_MEKphosphou_kf,bind_RAF_MEKphosphou_kD,bind_RAF_MEKphosphou_phi,catalyze_RAFrafiNone_MEK_p_kcat,bind_MEKi_MEK_kf,bind_MEKi_MEK_kD,bind_MEKi_MEK_phi,ep_MEKphosphop_MEKi_deltaG,bind_MEK_ERKphosphou_kf,bind_MEK_ERKphosphou_kD,catalyze_MEKmekiNone_phosphop_ERK_p_kcat,bind_DUSP_ERKphosphop_kf,bind_DUSP_ERKphosphop_kD,DUSP_eq,synthesize_ERKphosphop_DUSP_ERK_gexpslope,synthesize_ERKphosphop_DUSP_kdeg,ep_EGFR_EGFR_mod_EGF_single_deltaG,ep_EGFR_EGFR_mod_EGF_double_deltaG,bind_EGF_EGFR_kf,bind_EGF_EGFR_kD,bind_EGF_EGFR_phi,bind_EGFR_EGFR_kf,bind_EGFR_EGFR_kD,bind_EGFR_EGFR_phi,catalyze_GRB2_RTKSH2ANY_deg_kcat,EGFR_eq,synthesize_ERKphosphop_EGFR_ERK_gexpslope,synthesize_ERKphosphop_EGFR_kdeg,bind_EGFR_GRB2_kf,bind_EGFR_GRB2_kD,bind_SPRY_GRB2_kf,bind_SPRY_GRB2_kD,SPRY_eq,synthesize_ERKphosphop_SPRY_ERK_gexpslope,synthesize_ERKphosphop_SPRY_kdeg,bind_GRB2_SOS1_kf,bind_GRB2_SOS1_kD,bind_GRB2_SOS1_phi,catalyze_ERKphosphop_SOS1_pS1134_kbase,catalyze_ERKphosphop_SOS1_pS1134_kcat,ep_SOS1S1134p_GRB2_deltaG,bind_SOS1_RAS_kf,bind_SOS1_RAS_kD,catalyze_SOS1_RAS_gtp_kcat,catalyze_PP2A_MEK_u_kcatr,catalyze_DUSP_ERK_u_kcatr,catalyze_phosphatase_SOS1_uS1134_kcatr,catalyze_NF1_RAS_gdp_kcatr,BRAF_0,CRAF_0,RAS_0,MEK_0,ERK_0,GRB2_0,SOS1_0,pMEK_IF_scale,pMEK_IF_offset,pERK_IF_scale,pERK_IF_offset
31,42.0759265318801,0.00010762600998719697,23027.35519652187,0.00876650651707822,1.0,1150.2580200001253,5.740589139111365,1.0,90370.22841879116,0.05100302794093804,0.0,0.004131446183692718,1808.1976063549876,138780.5358417165,0.9919151260134864,1.0,3642512.577063652,5356509.136286907,0.0030180823113632183,0.0,2.132630799466835,36338620.79795797,8.178856905712578e-06,135642.52636825698,18773296.09684017,0.000437753422272579,1289.487866566133,0.5808106430724028,0.19085585341668834,0.002407346584840339,593.4106412865215,3270798.952547103,0.018350835831884228,1.0,29077.963026817335,11.229465106757429,1.0,6.847004558409581,8258.813518761466,1.0918121174415962,0.05623617581170753,405778.2267993723,0.00022313368614765592,3990.2920231685653,0.0005479186333991396,3.0501545751699806,10.88939796837422,0.14802570766969422,73630513.62517321,0.0015995033720703664,0.0,1.3009939710572755,1479.0832537775727,1972.341850609502,1086.35603168331,0.02187987064015881,1000.4972286729412,8.673853046424106e-05,0.5855596371538944,0.009636752163294342,0.0050764180541779565,1107.506107804943,12566.891341245637,45379.23496819998,68492.0539352818,53955.2948284128,45917.15165983025,6363.9972015261965,2.1587270375723833,0.02150857954731125,3.952143898782797,0.08614246597009174
32,42.12221301467327,0.00032748747897192007,1003.4470949835643,0.023265069808350795,1.0,483109.1577607448,9.139321267217953,1.0,113739.5380383042,0.046986750368735085,0.0,0.003321737810609426,476.3799231266642,93232.50647329997,0.9867888676955858,1.0,10484257.042459859,3586361.3870159374,0.002978544274206713,0.0,2.1242184176940775,39439167.5836185,6.3923658102161334e-06,99266.23953972691,36321959.51381772,0.0020484312376155603,1209.4469676932927,0.5782172009130612,0.3079534529419526,0.007005473103495374,348.119322789009,172232.72782283308,0.03583950394858137,1.0,19710.86575060284,470.3061956196874,1.0,764.2090210845188,8591.111587511587,1.0152750308706209,0.04789215837430891,432571.69668974285,0.0026922129564983825,209756.5542087465,0.0006907979339465443,9.306820740309934,10.508311060017663,0.1470473261916346,741814.8790518196,0.0011291224436696884,0.0,0.7321737745540827,74252.88803160671,9796.585428913044,1071027.8155639854,0.050771519353915065,13897.771277403292,2.3325844171954796e-05,0.4646128006795843,0.008656196568228944,0.00026795471289968713,1107.2651215193926,12541.993460655218,45374.906172623094,68316.44676527868,54960.27916366169,46041.90771226459,6360.245069949201,2.3438852498078075,0.011016925180297978,4.0384542844033025,0.07623949659178485
33,42.128040005237544,0.00010107411095950945,1236.8747677434692,0.0019150226721851378,1.0,2143.086102564306,9.749170462096316,1.0,491878.9077666895,0.03087284197808205,0.0,0.009110825318363314,56.21545886603199,158071.44012792574,0.9902002667270866,1.0,80058903.93492334,6899397.865533366,0.0028112689764453374,0.0,1.689016370827442,2070974.3023925843,1.8686328528212634e-05,307137.7581802624,99999341.46283168,1.1397411536091498e-05,1350.816976412344,0.3954882226006047,0.010000004144654026,0.0022328894923998883,419.8042877332231,42009955.35471542,0.07040750424013399,1.0,5985.249237613686,12.087266846884294,1.0,141.88796174288944,8099.469605567959,0.8831324155028397,0.012656076463095248,19760.215655374806,0.01638195618353233,2228110.0625884705,0.0004903951428113383,3.302820899124723,8.77600138286603,0.17936869853769466,7212290.149289806,0.00040467725925566857,0.0,6.663934872451507,343115.6521283564,9322.07859125111,37307.389385559596,0.03912130018447384,1001.5653699681529,6.275950073140318e-06,0.2770575949966048,0.010914083698492498,0.003772586705773668,1107.92859141275,12572.305627749653,45436.035479657075,66140.66238979422,66708.02456290192,45927.431701057,6356.678839690946,2.678341409892295,0.010000131708734674,4.028079032553132,0.07555460683978446
34,42.16688900076685,0.00026364579562313396,4478.389985900181,0.0014641995869393327,1.0,1152.4767427872116,8.285402651871864,1.0,109454.4794827076,0.019420226463309074,0.0,0.029086691183965122,20.968666865277008,313633.9949745746,0.00010001896819214507,1.0,34154056.30139914,434928.38277729024,0.007389682513636267,0.0,2.957266005588273,2382184.146082594,4.553258112038658e-06,87792.03378873167,99996467.89684758,4.479518143873593e-05,1417.1663772487195,0.36405763040034966,0.014134074951422744,0.0008758732443943347,29.168089908910755,56266.51021558212,0.012538581581328912,1.0,4026288.6794903446,1.1405171973637087,1.0,10.068000767887195,7680.706855594674,0.9123602524423551,0.013353280748433739,1859584.595927146,0.014816083604821693,123168.45393456914,0.0007670839395324402,0.10214618780999135,9.071876179969438,0.1926814025796446,80382.30210691599,0.0011019886715781765,0.0,0.04297830959486337,1137.6081637536445,8120.2954320190875,3682513.4353028205,0.5101230093031947,1144.9338355313073,1.3765927881733899e-05,1.0182749316209014,0.010642553204752504,0.004619157173547845,1105.749088396472,12727.699409135832,45467.64704432543,66611.12675632727,65243.42927183959,45707.30761880156,6361.759836767636,2.202732907794883,0.010210900635535165,3.8116877024849614,0.07203128127988564
35,42.34912583066057,0.00010000007138016333,31481.842364981734,0.001492084847423525,1.0,213606.17830979667,569.2046902289256,1.0,5866.841562536511,0.030316718415828354,0.0,0.00010092227456650132,8763.419265419543,10008.625747919166,0.37943791918044334,1.0,2032640.6658283002,104670.31954140974,0.002315560966298802,0.0,16.50119361226323,99260452.34227629,1.0044279517856035e-06,11827.337232155902,20036985.319964457,0.00011042774151494337,1488.1903360266551,0.3277043678718391,0.03481744594396425,0.000533315578626994,0.0023809154872347104,99804129.25950849,0.0024370000045748383,1.0,3627.8087169759706,2.7710693834159428,1.0,6.154743523428663,6387.616734476089,0.9515149801935362,0.010021586975794689,150771.24463470976,0.05787351494260834,97256576.94126815,0.0009284384545657464,0.19571875298273136,6.387108886352481,0.31622776601683794,701355.197914395,0.00010041121218448293,0.0,0.012620196876382434,89670.43777318753,363.47951509152114,57335.74632725826,0.014204319748774731,7073.11256965935,4.068021129469375e-05,1.4386805755967353,0.012129957801030369,0.0535820925284092,1108.326353753844,12531.481289294066,45496.21001552687,60652.35245166248,78218.46340102122,46420.32641817615,6355.926260299873,4.555533031596747,0.1359658775333698,4.064061393790154,0.08493516210383235
36,42.377085563977474,0.00010182795688389204,91984.6436015091,0.013131725927997365,1.0,899096.9822672576,174.82779093284984,1.0,14481.891520926833,0.04074508611263681,0.0,0.00018292663691606612,1148.9135726732607,56299.944924192954,0.14692102176741068,1.0,8497097.468764273,212856.34964665896,0.003485220019451227,0.0,14.803454732454899,98719455.20721185,1.7490748294724663e-05,33685.17128275504,50392685.13317655,0.0004360915986242346,1684.7828770511012,0.2535252910712703,0.03606796586636577,0.9561766193030508,0.00010095740756233035,1000.0051808298799,0.003858631185913939,1.0,1019.5352595739737,1.174818995607733,1.0,8.920548730653227,6683.6183082282205,0.9199602868874251,0.012024471019934584,6735.46168540715,0.07968532898751034,2097280.891627092,0.00046640895474579764,1.4007621236780616,6.680522176394099,0.30964514144055266,4934806.635172324,0.00019421994643064388,0.0,0.01052278361775247,344319.1281696645,2337.6372549435923,387976.1508086178,0.006074652371308078,5973.319295818279,0.00018576422497853568,0.5229072219773979,0.012305181106747597,0.07591926239736943,1108.0587306591358,12569.245822132287,45703.87886644757,60455.42380370765,78882.9202797679,46430.85488812999,6360.237747450672,14.255706321990866,0.12281273130365489,4.119254928607397,0.08439733826464538
37,42.390746811227615,0.00010001859510330095,1621.0726551199434,0.0002781039260938925,1.0,18096.268858665273,28.064397951524032,1.0,2034397.8584545255,0.015007411466707336,0.0,0.002148549877183639,8591.464105804554,576506.9403898967,0.0024307032406663187,1.0,126360.70782682682,2925.438280461084,0.04448788403395579,0.0,4.022561475470004,98499798.03122415,3.490413582630784e-05,3210899.1117144655,46175153.72973744,1.1287458329061319e-05,1058.5207601421746,0.6816513984032302,0.08905183644493007,0.001285573051315136,0.02134188129497052,32341.505314701222,0.004309470875648799,1.0,1488.5882958754219,81.6242474044287,1.0,56.846522169031445,8357.697727856168,1.1258299037562178,0.04821985609988765,10256.63002453635,0.4886691245686373,877195.9946798482,0.02492960113512713,3.9087410515231733,13.348145131544303,0.22972961248448961,764485.5483006487,0.7410504408961882,0.0,0.05293055892656693,17560.443496451302,509.23610771026523,188607.67001512504,0.0035821823523425676,7956.277644883057,0.004847488528484612,8.134514918926127,0.007808796947559737,0.0006689792695796159,1108.4691227089534,12582.489886675192,45413.65015111231,69065.68920744387,50481.848599823374,45100.18672922458,6367.220940457936,1.7682450866503214,0.09043886013772623,3.8141155849839725,0.08881958916229542
38,42.44975314328886,0.0006954241045926115,165846.11787054077,0.00010088646154152253,1.0,3307.6570959110154,1497.1490876884027,1.0,373017.416619971,0.003507080301326139,0.0,0.0002935482394171688,1651.769642308157,3616129.958486071,0.00039263229630774425,1.0,239758526.0179557,1000.1079049587787,0.03238273829094672,0.0,3.7734517398416183,495019.45763604145,0.0017637826653739985,7235540.520455156,8473975.031078137,0.00010447186796653245,1697.67084363175,0.2844087214574797,0.18249283586670012,0.001293336576763955,0.301042249129618,2802679.0036140946,0.00010463505092183527,1.0,23570.998487672605,87.67383626456592,1.0,29.967781256379922,8085.9069629196965,0.8802720853628869,0.051915059966648885,111044.81118856354,0.019232924643587862,263987.83845478727,0.0010524186605385165,0.8744780845092787,10.306016893120894,0.176930339153668,89529910.42913859,0.0017327822079183752,0.0,0.06756688230226474,189715.6071318284,6592.843095525722,1046398.9856802744,0.24790923202821946,2204.523790745221,2.9337734230603316e-06,7.536575947956533,0.01031657666798888,0.0018519811414989666,1104.924821857027,12702.53119124835,45460.83517291866,66646.84114241441,64121.089061776365,45017.242596231394,6365.295353791105,1.1985037024334824,0.1437826322361392,3.716415305629266,0.07769205876721708
39,42.48256971730842,0.00030788719002935864,1487480.051006542,0.00010806394551811623,1.0,2228.5397761104987,10590.00389887995,1.0,716598.1951470963,0.003046785499514184,0.0,0.00010027748427475198,6500.948416075462,6919804.741602989,0.00034756092949328693,1.0,330248763.3272938,1011.4932291824267,0.03145011877879656,0.0,4.175770289800936,427287.66920663015,0.001842651605944532,8177862.044510013,8347016.269449212,0.011822162647205333,1747.743477352673,0.26472519080378015,0.18636002498440954,0.004011359357668497,242.30649192510873,12532264.721656568,0.01759222172284828,1.0,32883.83497007227,13.874951381227392,1.0,117.85269277049947,8048.414781454428,0.8927579165550553,0.047250169414292394,5629.830765272254,0.004121612419605037,533884.2266155123,0.0034450094693726663,0.44617557293963445,10.486049174171802,0.1882823845924965,68111966.6206169,0.006066660334998072,0.0,0.07911180255775767,650646.4431545067,3001.5213025516105,34718.218334302685,0.0006176391690305494,9384.699910966798,3.4164789559612153e-06,7.7058290468786135,0.01027681479732296,0.0004407210154405982,1104.7738857646032,12689.522496166275,45508.910661190646,66718.38728462662,63998.85586727906,44926.083504354916,6366.991352272051,1.1749477934642305,0.145201010911911,3.739929538267687,0.07744871919009134
40,42.49740255367807,0.0005053948475295272,196977.17744511127,0.011342452259711762,1.0,1146.1292601275452,14.23069432117939,1.0,643890.2812673411,0.0399000160147099,0.0,0.011127986497009456,17.379232369350138,1704281.46173967,0.05355693562992002,1.0,87948192.84009844,1874.1583837037824,0.008886449556920955,0.0,28.064126546046055,58862316.55909612,1.4105308852847819e-05,3817087.2758904267,28083109.930586826,0.003046531339171218,842.6802976787469,0.6669391934743911,0.17879962763224436,0.0013622218748619405,816.3188027983554,432975.7767432595,0.008618370692797757,1.0,3714555.999297629,4.501116876255695,1.0,35.547182182511555,8134.652214010514,1.0859079684117805,0.0437857396077386,15501568.723210672,0.0047396476827250315,20369953.61232703,0.012051371100999776,1.0329762585257025,12.915407400323678,0.21656382827166434,6824115.519276736,0.05372318103189735,0.0,0.01747144076007027,1702275.2310807626,211.87365568243177,156904.4388440529,0.054201079963738116,1159.0304343073176,3.905710326734468e-05,1.2079610752041365,0.008585582583624183,0.0027421736922036417,1109.2081195233038,12508.153722822337,45080.2431664831,68710.24387563401,52949.547129998995,45043.74383884181,6366.799595304691,2.0634404507452277,0.05858370847602359,3.947736526691008,0.07364869909165017
41,42.64106158534394,0.00038816305743743254,37828.96333074814,0.0006866280481523398,1.0,238599.4564635047,46.620701065562315,1.0,123983.90763209281,0.02994630475753089,0.0,0.0022635017260194067,7312.468192222354,29099.495522969046,0.999378267157879,1.0,29537773.776468292,1153446.98985683,0.0028862646479570985,0.0,2.3400414160902083,18077963.28341497,6.871522296196804e-06,53006.22674271312,9377197.217204059,0.00048457682492974833,904.4024080048981,0.567885051692194,0.03234108382252276,0.001456850508881118,2647.3688227464067,9592.344110219992,0.0006641989733875567,1.0,3373746.833898677,1.0856387776981973,1.0,6.189507350061171,7986.147920623188,0.9921799537835311,0.03242224625229982,1496.0650245774234,0.00015029986482631406,104161.67138554601,0.00014243966054014925,7.5122423998745935,6.559182640436838,0.2307644228022817,3976966.841390325,0.00010007585288087058,0.0,0.06891676449617574,151767.4335181229,9990.361421727077,819822.588078719,0.0037271011563914454,2125.008785943859,3.163958001337749e-06,0.5664341658547405,0.009825646831509563,0.16225732804376322,1106.9920960071233,12618.971514589273,45619.055566020426,67301.20962496476,60121.57510506649,46861.574894119054,6359.855671174067,2.6075904330832245,0.013019539393722974,4.079315804686263,0.06641059174590981
42,42.752574208818366,0.0009537533139877646,59550.64640704873,0.0008220842541610619,1.0,2219.9157373915014,608.5390049197874,1.0,252158.33605961048,0.0031686470019274674,0.0,0.0006891058551252596,569.0291698753791,2799306.22552955,0.0004167878786649271,1.0,46302747.30468787,1000.080455559524,0.027207402404997295,0.0,4.343531745683637,530993.6041380968,0.0017914160049945277,8544095.618917331,8802256.70544969,0.001658283272779491,1651.9376443860183,0.3105467510481154,0.19102436733856742,0.014988327361744578,5.816295058386393,2554.971499629398,0.003183246864722286,1.0,38833.32969921204,14.353380899707112,1.0,369.9576141279702,8028.10178330981,0.8986830074363892,0.05550981117293559,4567075.8034131415,0.024036462945958226,93363681.84453686,0.01729200052312194,0.42807484687373837,10.603769776770823,0.20845947515746413,922393.9377877051,0.047504516258294986,0.0,0.010002366646706725,105776.20219813129,58.00234470842778,920393.0063460097,0.013797853199042988,5709.493856703243,1.0220281079822717e-05,6.94883580825677,0.010297720735664232,0.0007552323596072512,1105.690250021558,12689.484511906185,45437.98773710409,66748.38772649283,63418.813124813154,44845.497883492506,6367.660641069377,1.178897210296536,0.1473111703883387,3.7115100425671033,0.07915706263357186
43,42.851349425581496,0.0003721231426507682,968177.3537169795,0.00022250799993916843,1.0,1192.2971065060296,4546.10340604923,1.0,140710.76688981673,0.0042159272685631825,0.0,0.00014078917692895385,9993.8997806359,1283615.2556370988,0.0008467643981423542,1.0,15764557.684563765,2109.879536612057,0.018450714976577045,0.0,5.824735112049025,1081581.8978834401,0.0005907291336865717,7505893.362058721,15311337.869162655,2.0708790757486887e-05,1628.5364371954702,0.29680414379570363,0.26273343871240434,0.001471186902959798,0.0005144500692277444,76507.711229739,0.02020044561771077,1.0,97779.94980853488,1349.90156239295,1.0,28.042249562467827,8164.363077702557,0.812390020802787,0.05049487483233297,27096770.311004594,0.05740832821707661,283633.0205445162,0.0034610887841756864,7.6901101410944355,9.40992409040665,0.16767457723151263,6819200.1878859,0.007182245071918109,0.0,0.39874246562474097,53948.38647019171,3962.7956719774684,9171.961434997316,0.011372719036100185,4611.259574767794,2.0771357474836246e-05,9.449686919438752,0.011072455409783131,0.0008788779526751263,1106.6316321394156,12624.283244068238,45476.84003004213,65354.19957408856,68309.18912432683,45186.44656323483,6366.474149450723,1.2237327698765903,0.1517586588957227,3.6933907740262457,0.07887747142887691
44,42.891595276410435,0.00010000613888027949,73428.23345056601,0.0006705592071612457,1.0,221395.16388601964,65.99445094388962,1.0,110087.88799845667,0.028539013703470107,0.0,0.0013233065434778682,9763.721429779009,51308.82391433624,0.9941235346133414,1.0,15929038.428704208,2213536.5629402404,0.002607444421059275,0.0,2.2297714220108134,1855102.75333568,1.0001262587106087e-06,126777.36764175084,98188254.58804823,1.46974191558005e-05,1128.1007812781152,0.45553929988913294,0.010083808512411932,0.33739798998920256,0.0012596361330093606,1004.7920494634603,0.004295106530470228,1.0,289936.5654450072,295.5111010133702,1.0,5.457744428915816,8170.9138210132005,0.85832321635929,0.010271417683330413,3520966.3944096067,0.00021320947462151227,1317189.22683115,0.00021841534151949252,6.836273243542415,6.069054800946817,0.268592722305085,5801825.065817552,0.0001328654369150643,0.0,0.010109499846392297,302445.4880578898,4080.072215678885,600087.0987697524,0.0031600875144716543,4896.895655030641,1.2025622869597343e-05,0.339348939253775,0.011041097881427589,0.22762984727149296,1107.711259023648,12586.622008396227,45548.96782813177,65295.07273609467,68044.46910763823,46787.95569623042,6361.046641605604,2.8275391313530203,0.04387853610287347,4.010901179730611,0.07874316376305852
45,42.950317972211074,0.00010093123794307736,91692.5962860109,0.021724357949758747,1.0,2590545.8305703877,40.69782125221812,1.0,12219.834667270441,0.03957929188895696,0.0,0.0006859736600033208,241.6581241561791,141476.9243948331,0.015442937365192094,1.0,7975037.245458846,182979.4382629121,0.007612126730021207,0.0,6.450935951545348,99774846.88821714,3.273510588277111e-06,14567.572561468374,65067059.40837872,5.758998030406508e-05,1738.168599470133,0.27474824058655667,0.22023163854667704,0.0005108559429117205,0.34519461329317447,97608430.59722579,0.016414413890933385,1.0,94530.21159217719,180.70765907666276,1.0,8.297105647080974,8040.554870456521,0.7865401741394874,0.036909574618801656,1003.2468850949024,0.00044160318803070016,60537431.41119801,0.0010615197040484896,0.22890032009822858,7.0046451636990135,0.30966190415484574,12387664.081403898,0.0005089768621950542,0.0,0.10607764023269332,1618496.4084066334,198.59333087216623,82954.31854077036,0.0009937911387697099,1897.6026579682175,0.000189934063608252,1.0262600426166522,0.011557122856156241,0.23641202882114018,1107.0038466990168,12572.911540807683,45379.78145183676,60353.11774953775,77825.18827451006,46304.951110176546,6370.419762482966,6.854503302369492,0.10117947695431835,4.02571540956317,0.08798268067116384
46,42.98396705814324,0.00010539031194919425,96877053.20130047,0.004025437610666365,1.0,1019.1407803760611,4.522746539398914,1.0,101035.26618895435,0.01851576371546821,0.0,0.03071567685955019,24.127412539294745,256294.13620251726,0.0001442958430860567,1.0,20530766.797080208,177475.98695845954,0.010476616096920962,0.0,4.34783976250736,11137359.79828845,4.2595422467836716e-05,113240.77162633416,99531236.62706085,6.513276273132425e-05,1458.9609235070088,0.3938663423695437,0.03239077728894763,0.00798731826865756,0.0007277170829841265,44251797.87136722,0.0016031818593590368,1.0,8654.507926019262,10.442298412316124,1.0,9.77681911058421,7988.211040986244,0.9527679290230963,0.024243544741723317,1603987.7604879534,0.07235899895237366,108456.59859177915,0.0006636966109510315,6.761749070549004,9.95526855219224,0.22104869738443128,64922.34078635344,0.0010741729705238967,0.0,0.10447384775595182,1000.0402039438807,885.036170050676,25619970.184832957,0.8151594357094454,1100.2806111352938,1.7767163135849157e-05,1.3069548056923752,0.009926804753669237,0.005059925353943901,1107.6560399223106,12635.214527356662,45442.218962354884,67215.79041097643,60898.736194748315,45623.18494438174,6362.769051516849,2.099111171695924,0.03534852528027485,3.812323445655988,0.07669333969365875
47,43.01188009678276,0.00011448821123448968,77099109.15401931,0.03127671336220693,1.0,1669.7165428691687,8.624995556464802,1.0,394069.50648531324,0.03968098005731746,0.0,0.007007998173991655,19.15256081383992,525634.0008787237,0.21005531214390702,1.0,814019090.2204701,1698.604733506248,0.005214761853996675,0.0,52.403003564379944,96703205.44769567,1.1003056676340553e-05,3194428.9274617787,24012288.907761376,0.00032352781897058096,867.6247454620069,0.6283185461141791,0.03417469914734692,0.006530492274115348,0.009879296277402343,1003.1426374440074,0.00016398960130319576,1.0,315816.82272188435,3702.2811001484943,1.0,4.020353488602891,8388.628469192274,0.9968756120261487,0.03650728279536319,5641232.899037926,0.0001894780907634506,13343.451456410605,0.008397052722591392,0.6684888055426417,12.665842404794308,0.2988234159457188,75255.7208381262,0.029632854595471065,0.0,0.20091669103334944,60538.94523362156,4.193342183680763,67459.48478723409,0.016875721126655613,27814.9817930961,1.5773253749056492e-06,3.923900533798741,0.008720094270618265,0.013434282607358612,1108.8021771183078,12585.771422241329,45519.25966648051,68358.02396207846,55137.2701052289,44751.51888130737,6371.117871485796,2.1557011330928004,0.05354214427741686,3.8573695069538045,0.07659204406559673
48,43.26944353320094,0.00026226622188439924,1316415.2659687747,0.002421278189563473,1.0,1031.8496946814619,26.720756535105064,1.0,875470.3052558356,0.03351018998024928,0.0,0.011962162285441919,13.464124846655018,1789208.5712311878,0.05478559340117304,1.0,679324393.9358566,1853.4437491427602,0.007945160777990751,0.0,35.972941380671635,99737688.75719881,2.0649709196502724e-05,9915232.675068764,49536676.993808866,0.008588780622729716,869.2640520890557,0.6096744287196014,0.02298589190345946,0.01982651121427054,0.0035433682548850058,1000.0512108036962,0.0003137571995271647,1.0,44912.471021853584,3352.0123495694447,1.0,3.6475207400470446,8416.674850204512,0.9724588432035898,0.03959335920459627,8252063.856658705,0.00010263079664113927,280207.54814571183,0.01157372902401973,9.999495516331743,12.613680898680425,0.28386264816488743,260043.48041973464,0.039629342782031375,0.0,0.039452302099253454,243223.49232392336,3.2963913815335126,341809.82346676564,0.0029088097014403824,1385739.1281182368,5.916991562730769e-06,7.630382692341403,0.008835183624086982,0.0013419271510221218,1107.8745349255112,12564.258121161667,45474.98976610918,68227.79250402946,56041.09338989625,44663.576820667164,6370.859977384117,2.1799771426844905,0.058111658455865245,3.858142284878783,0.07603432240594551
49,43.326232180813655,0.001804813413407233,290678.472946642,0.00048158298024316733,1.0,1839.1697279740083,45.20565434793996,1.0,359197.8098800708,0.005836113104812202,0.0,0.009611356805401183,20.047182315158597,2273227.336630498,0.0011853352777688785,1.0,203690685.61537343,1750.7654195216674,0.020804134363369402,0.0,5.613631364252798,1396294.4121037354,0.0012552834991210059,9956757.961353632,18086199.20760556,0.004247313714748931,1556.963315396493,0.360994379323153,0.1928345017325233,0.0034238134999201053,0.010600891023194203,775830.0017813646,0.0010188216613439488,1.0,94585.9456096887,8.391464661628198,1.0,15.668096221876128,7901.9152963163515,0.9641012812043361,0.05171853924154324,6128591.436386655,0.0024018741051151865,1000.3500772227193,0.016500907889310686,8.458518236877978,10.904724552316065,0.21331105811452855,5590535.891381446,0.10110033159064173,0.0,0.010698551460652584,7465610.879437595,9999.46282132637,14537.866284091026,0.00018151788808535744,9345.793912320536,3.460868595236732e-06,8.932724503391196,0.009701700869809088,0.0003251714667630012,1106.177982577895,12563.081582030318,45256.49750907105,67939.5240348539,59682.20636481454,45112.855767526904,6364.922793053304,1.2547085574263201,0.1335066719622191,3.7609595282744666,0.077031256155955
50,43.41355345963746,0.0001003710939169766,136019.45203421303,0.003895010734589098,1.0,1013.1405971417801,9.518292728441152,1.0,25015.421688517392,0.04833961735012772,0.0,0.004080837881221612,84.14210160732895,172478.71200089518,0.00045953207600681246,1.0,3420029.2778200144,130602.37384422502,0.015591764237156028,0.0,5.268614256923375,97077554.96207482,6.3324243806754966e-06,13652.009550609135,30424410.77386455,0.00017152154437209815,1866.033473927063,0.1769756967954013,0.03623198962679506,0.003828763547944896,42.131338275177356,1488560.3859433276,0.04292394681379067,1.0,9632140.757605745,1.933030386435008,1.0,5.534681669521173,7376.89343900095,0.847969479288088,0.013324926304968987,1000.8304587959437,0.00023681797336735135,2877130.6295114383,0.001899478135827968,2.0082187777100033,7.771604613314422,0.3143807715331134,1909409.6122435164,0.00012808982251739871,0.0,0.21987936682168713,331330.23537273,223.84294738798474,121215.32765949401,0.00936339270481543,146041.50373305473,0.0005885668035561496,1.2658879226730435,0.01184256316847054,0.010123102312015752,1108.8907820095387,12501.219843224337,45504.51627137959,60604.763990812244,78588.73478979782,45752.654801833974,6358.874795927479,8.040730369290127,0.048446930272816185,4.065543949950801,0.07887394298355664
51,43.42187647375765,0.0001676279485112422,280368.662605174,0.00018516569944258316,1.0,2800.497053056835,921.651406105812,1.0,3211326.920509142,0.0015609850006863815,0.0,0.00010013443691534791,9.655374204604753,31521021.993337993,0.0002565299579706859,1.0,959170757.8566352,1008.8974863529501,0.0271412609133607,0.0,5.848313567125667,227878.87145793653,0.002185572009240255,5704665.577293936,6750014.255067416,0.00015674230894531489,1885.0181231326874,0.19323582247766188,0.21160766745336682,0.012511664492071169,0.2787853640481777,24709.962709696218,0.00017181850662147978,1.0,27367152.988455568,2.9583041311789655,1.0,5.073895869001492,7830.109040565816,0.9301475361289736,0.059999606206239064,728594.4689223127,0.0006758186150422918,204130.50031174807,0.03047194459455051,6.54493970523593,10.92747219251106,0.2313041420956002,38508.389862244454,0.6257058854318728,0.0,0.07025115841698756,5613.645841239031,5.900258510700748,23257001.452619232,0.0006843914258467096,1034.6241228166082,3.8595765584112025e-06,6.454053929365192,0.010248201832419774,0.01765695865153194,1105.103488860762,12595.97616028858,45452.8667777396,66903.28616052566,64226.825952983214,44622.20016280459,6368.2383532450385,1.1093873769604714,0.16486069638241926,3.8200410513460574,0.07524516346375522
